start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 06:00:00+00:00,2024-11-29 18:00:00+00:00,11.415299476623535,-21.324162878408703,5.599094773196844,1.1249198204691013,14.679900974387735,0.3814122985547162,47.099444413591996,5.827996359587817,28,2.0
