start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,is_sharpe_ratio,oos_sharpe_ratio,return_bh,WFE,period,atr_factor
2023-07-02 23:00:00+00:00,2023-12-29 22:00:00+00:00,-0.4406196827339736,-0.44278387684102416,-0.7541588808620103,0.0,0.34491428142645497,3.3134938049488034,0.0,-0.3585694726984303,0.0,47,3.500000000000002
2024-01-01 00:00:00+00:00,2024-06-30 23:00:00+00:00,-0.1449429525518208,-0.16790078688090349,-0.2535122822896363,0.0,0.2601090428603819,2.317513600596774,0.0,-0.0007694270717785692,0.0,48,4.000000000000003
2024-07-01 00:00:00+00:00,2024-11-29 22:00:00+00:00,0.0,-0.0,0.0,,0.0,1.214480974797291,,-0.3432133265257357,,49,4.100000000000003
