start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,2.4382796362638475,-2.8425066445775027,1.2618671279579274,1.0557293644978967,3.156077285182727,0.3998213649210017,-0.09849743374686482,1.2704087716561174,10,1.5
