start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
1994-07-01,2020-12-31,-58.232858686412094,-72.06528919226858,-3.242797793583674,0.8573616454707,9.357666339045087,0.0,739.0014134817671,-3.2405990845386534,20,1.1
