start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 02:00:00+00:00,2024-11-29 18:00:00+00:00,0.9052052993774415,-1.8805782229352253,0.45520388780420085,1.062217980040218,1.8185003055572981,0.2503182905238495,2.252801182663652,0.47333879453081984,20,2.0
