start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 02:00:00+00:00,2024-11-29 22:00:00+00:00,4.88020761680603,-2.2097261421969883,2.4305591246027047,,3.1370453344306104,0.7747924768335754,6.3405556562579095,2.5283733732466507,5,3.8000000000000025
