start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 00:00:00+00:00,2024-11-29 20:00:00+00:00,5.6234985351562505,-2.506973919102329,2.7957871339932883,,2.9355909968558205,0.9523762462099558,10.604952419086503,2.9085069634017913,6,9.600000000000009
