start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,2.3653170831799506,-5.912325686444786,1.185208136032001,1.0334538784028013,4.9307872970793785,0.2403689440698502,-4.692510446785076,1.232603584642633,19,1.5
