start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,7.095175928354264,-5.489567024809072,3.515178162011079,108.25110711233981,5.517614400004499,0.6370829686844758,5.342134523177854,3.6574144083263205,10,3.200000000000002
