start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 02:00:00+00:00,2024-11-29 18:00:00+00:00,7.3792624683380135,-2.5044606474005415,3.6534806198961434,1.8668665417004282,2.5612438822095576,1.426447768318074,5.003841412976232,3.801415131164143,29,2.6000000000000014
