start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,periods,atr_factors
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,0.399786229133606,-0.16790583235682943,0.20129288326151684,9.867846153197076,0.17760834504122525,1.133352620423292,-0.2844708848873292,0.2093016691751215,45,4.000000000000003
