start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 00:00:00+00:00,2024-11-29 20:00:00+00:00,15.586280395507812,-4.719006506031819,7.573368781969969,1.1586043358328268,5.854461140710599,1.2936064652144454,10.604952419086503,7.885947626877354,40,1.5
