start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
1994-07-01,2020-12-31,104.50104282078148,-37.02275420970237,2.738066079537571,2.1956525808072707,12.46454328436614,0.21966838391678864,57613.63819430159,2.736153086696125,10,2.5
