start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
1994-07-01,2020-12-31,469.39111245727537,-24.348316546461703,6.788171033943624,1.3688790722009523,13.717413780751366,0.49485793331312666,739.0014134817671,6.783336579845778,10,1.0
