start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,-68.5530643261589,-68.86646920851771,-44.18133061634515,0.17943813957053958,4.463031140612773,0.0,-1.1956404008636912,-45.459993198421046,20,2
