start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 02:00:00+00:00,2024-11-29 22:00:00+00:00,2.8614250049591066,-2.4300905010593787,1.4320676390583875,1.2469304440808093,2.527851186598636,0.5665158007126653,6.3405556562579095,1.4894072253541557,10,2.0
