start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,-63.183728306463514,-63.61896244515693,-39.565621201664754,0.29715919936078306,5.548463835484428,0.0,-4.410137235153996,-40.763258465176044,20,2
