,start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor,ticker
0,1994-07-01,2020-12-31,104.50104282078148,-37.02275420970237,2.738066079537571,2.1956525808072707,12.46454328436614,0.2196683839167886,57613.63819430159,2.736153086696125,10,2.5,AAPL
0,1994-07-01,2020-12-31,469.39111245727537,-24.348316546461703,6.788171033943624,1.3688790722009525,13.717413780751366,0.4948579333131266,739.0014134817671,6.783336579845778,10,1.0,SPY
