start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,-37.11759212117856,-37.22016006046003,-20.848582252613866,0.1582702634135859,4.137779448764798,0.0,3.5352196229595045,-21.58070703402226,20,2
