start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 06:00:00+00:00,2024-11-29 18:00:00+00:00,17.145779915917693,-8.472653140220432,8.302437373670045,1.5733620247912596,9.418622731135578,0.8814916586715267,47.099444413591996,8.646298016796926,20,2
