start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,0.706141227722168,-4.602449541433917,0.35527410940736637,1.040624069391384,2.6510981383745467,0.13401016894274373,-4.692510446785076,0.369420588429481,10,2.0
