start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 00:00:00+00:00,2024-11-29 20:00:00+00:00,-40.3878966907916,-41.332800787672184,-22.95072430077113,0.3482388232574383,5.649167310066536,0.0,10.604952419086503,-23.745029378369498,20,2
