start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
1994-07-01,2020-12-31,-15.979081442954396,-76.37216919649998,-0.6552353645429054,1.082194807052249,24.891679037290327,0.0,57613.63819430159,-0.6547851795680959,20,2
