start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 02:00:00+00:00,2024-11-29 18:00:00+00:00,-27.077557862369982,-27.161365967838734,-14.71315536249187,0.08816677456928125,3.3365625271674757,0.0,2.252801182663652,-15.250929724475915,20,2
