start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
1994-07-01,2020-12-31,128.8494600452414,-39.211139050611585,3.175374104142259,1.266719316329037,12.78278499840168,0.24841019422131388,739.0014134817671,3.17315088876835,20,2
