start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,period,atr_factor
2023-01-02 02:00:00+00:00,2024-11-29 18:00:00+00:00,5.124508293151855,-1.7714748021821713,2.55074143502394,1.1703317118842027,1.7461628592460983,1.460769493244872,2.252801182663652,2.653454592256055,30,1.0
