,start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,fast_period,slow_period,signal_period,ticker
0,1994-07-01,2020-12-31,43.53666856668485,-51.82683268377364,1.374021868811104,1.1467281051708056,12.0027417717604,0.1144756668883647,739.0014134817671,1.3730682549710993,12,16,6,SPY
0,1994-07-01,2020-12-31,6056.907075967384,-63.863475499515864,16.83247751100867,1.7877566685988704,35.033128160817675,0.4804731519760409,57613.63819430159,16.819949282782876,12,16,6,AAPL
