start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,fast_period,slow_period,signal_period
2023-01-02 02:00:00+00:00,2024-11-29 18:00:00+00:00,-27.385277279359286,-28.202571757290894,-14.894732638166131,0.33012506786772644,2.6865682162852367,0.0,5.003841412976232,-15.43852543932499,12,16,6
