start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,fast_period,slow_period,signal_period
2023-01-02 05:00:00+00:00,2024-11-29 22:00:00+00:00,-49.43512182742392,-50.69821044601483,-29.084710777569136,0.48691577019319765,5.183374531630781,0.0,-6.3959739256549675,-30.046812228177178,12,16,6
