start_date,end_date,return_strat,max_drawdown,ret_strat_ann,profit_factor,volatility_strat_ann,sharpe_ratio,return_bh,cagr,fast_period,slow_period,signal_period
2023-01-02 00:00:00+00:00,2024-11-29 22:00:00+00:00,-50.74161549008752,-51.63828694431582,-30.014188466199197,0.44747114458129705,4.83415873927703,0.0,-4.410137235153996,-30.999871474184904,12,16,6
